# Column 1 = Input data size
# Column 2 = Avg time for HashTableCollection sort function
# Column 3 = Avg time for AVLCollection sort function
# Column 4 = Avg time for RBTCollection sort function
# All times are measured in microseconds
0 0.0000 0.0000 0.0000
10000 19.2587 1.5313 1.5243
20000 46.3337 3.1913 3.1287
30000 68.6747 8.0223 9.8477
40000 105.9347 7.2293 6.7280
50000 119.0610 11.6573 11.9623
60000 152.1280 12.8963 43.5643
70000 165.1507 14.1147 13.2923
80000 200.7047 16.3050 18.6673
90000 248.7463 25.7347 25.6323
100000 248.8463 23.8610 24.4970
110000 290.7987 28.0690 31.3273
120000 314.1070 33.2173 31.1677
130000 363.6537 27.4787 33.0853
140000 374.5473 38.2220 32.9443
150000 425.1287 30.8380 28.8227
160000 425.4470 31.2370 32.3753
170000 486.7527 52.4980 53.2357
180000 490.7190 57.6310 54.0260
190000 543.6833 51.6493 54.8817
200000 537.7007 53.5357 66.1957
210000 565.6893 55.0470 60.3977
220000 602.1727 56.1527 59.1703
230000 634.4370 59.4223 70.6820
240000 650.2523 59.8803 59.3457
250000 710.0700 69.1537 65.2287
260000 740.8457 66.8583 62.3630
270000 758.5910 76.6437 65.8913
280000 756.9340 61.8590 71.8697
290000 824.7993 78.1573 79.8810
300000 856.6417 68.8083 72.8933
